,k11,k21,k31,k41,k51,k61,k71,k81,k91,k101,k111,k121,k131,k141,k151,k161,k171,k181,k191,k201,k211,k221,k231,k241,k251,k261,k271,k281,k291,k301,k311,k321,k331,k341,k351,k361,k371,k381,k391,k401,k411,k421,k431,k441,k451,k461,k471,k481,k491,k501,k511,k521,k531,k541,k551,k561,k571,k581,k591,k601,k611,k621,k631,k641
0,7.416117495296602,7.797529406105236,6.787494923335161,5.679878393207157,4.146146705682917,2.662150665877638,2.8003004811656904,1.758427287592869,1.986182048065333,0.7539189222417112,0.5388333388305221,0.16082910356195423,0.17378960813954286,0.11576990683926787,0.29798957594849196,0.3266475294181086,0.9224291451878955,1.000957725932871,1.6900664072306668,1.878722557430018,2.1367140029865626,2.827467763556462,1.8931021636681322,1.1340363328508563,0.46961505992263763,0.3397040603053115,0.47565457844118375,0.707810814026278,0.9640824360321195,1.4150119194792006,1.6540420334944275,1.4385814594424078,0.5226726986805599,0.26033998943555053,0.3024585834037272,0.5964192456413686,1.8088277737733471,2.079721187306839,4.078428012590143,2.5222585233978463,3.8980167999181186,1.0513648318519546,0.6638485955556167,0.16955113272337421,0.18746016321319425,0.13829130699013079,0.1866614543643116,0.14434988018038322,0.22137529223832003,0.34667680334343387,1.0609120402091805,1.47889213168039,1.9033138026980987,1.2474790553876087,1.394094970762486,0.6142485152106101,0.377026061293209,0.17469197461485603,0.24088064513691088,0.2770007593634152,0.3411393455022399,0.4818831996930272,0.8256663537971453,1.4116755095342077
1,2.9409032162092794,2.9479526839793664,2.1689617183958574,1.6489231939758786,1.261188423787447,1.2227030500102118,1.703476052791441,1.7188142516700216,2.308870240281125,1.250626530345726,0.9252975783923997,0.3414373146748203,0.36064549920661987,0.2727037845356643,0.5233452580493512,0.39247007234966863,0.7056163810900241,0.7308909630685269,1.396828606962305,1.508594539928015,1.59598097521388,1.6824302270679121,1.1718325720489713,0.8195626356977876,0.46236215265742275,0.3961784164679426,0.4768576889063904,0.6596355096203539,1.0182215228515972,1.6302165976733558,2.166700876527919,2.049532510122269,1.045411637271422,0.5429659351229563,0.4371709852883901,0.5560738731750388,1.2466634738497095,1.802597947135835,3.6480766427363016,2.829192015034504,3.295596368015938,1.235560754879174,0.8016578830901093,0.31427547868050454,0.2782515589271099,0.20840447367621945,0.27511870210494643,0.2937962101416377,0.42894200259354887,0.5159771758245154,0.9609172491982829,1.1822995434827046,1.4107691835659004,1.0006407520535896,1.067803157133158,0.622120848162167,0.5372902929394318,0.3620371250996056,0.49408695330570335,0.4625537777805952,0.49591833830329873,0.707626544002532,1.5335301481907782,3.037762907193191
2,0.9327503557108056,0.8763763082884574,0.5604825803191886,0.46211059139778865,0.40725452323000677,0.613691528201135,1.0353526050543853,1.652917988316032,2.83916828909026,2.3505784027210628,1.8221253344630057,0.7833395568974828,0.8361468466655493,0.8217323589490152,1.293666706328833,0.6702820172100271,0.6000637025720049,0.4786276310233941,0.8530983811138042,0.9276994245819269,0.8926262700918406,0.8139745877701323,0.6554197524258228,0.6863974425917142,0.553791544197716,0.511986259876364,0.4903755064493502,0.5966030587886868,1.0297228014276054,1.5016563151538196,2.1585519870646617,2.1948929713906846,1.7018345685773735,1.060333113417841,0.6271194543565574,0.5351378505577675,0.7521932135308549,1.1893299121435472,2.06666453057517,2.1268757423416176,2.079506994323523,1.4123638382952262,0.9460551642412834,0.6707041428676335,0.4850552093125927,0.43984863513939104,0.4733477582971847,0.571005212732238,0.6260757720743237,0.5829619167326076,0.7403771231975156,0.8384584532481212,0.8843463337484444,0.571509600551791,0.5801766439002465,0.5071701831721684,0.835431627688145,0.9444646930138656,1.3324892978495086,0.9268337972254901,0.8864688763518126,1.4089556973431212,4.762179353657072,12.72370627427409
3,0.3134858958366196,0.36791594888995194,0.31696446207229373,0.33354292895457177,0.39182863940514057,0.8096737781205428,1.8588699406205766,3.100260485159576,4.676037223065825,3.7568165366538935,3.059158488761553,1.5966470769777934,1.4772685403843622,1.3903363071441484,1.56246530284489,0.7595469688259704,0.5075560105081754,0.414473814991888,0.6247698827179771,0.564889414470786,0.4380659507577952,0.3850558651970622,0.4560760581352387,0.6943260276532579,0.8525636349727641,0.8315712383941326,0.7386451650554149,0.5835786631231227,0.825065062034104,1.0397982675197495,2.01982463236201,2.542200919318925,2.4639143564716637,1.5664442139296515,0.6953365278216248,0.4942115031289283,0.4784440191987204,0.7306934440299686,0.9063638567780088,0.944630272073046,0.9388584783876168,1.1212700614191191,0.9525715293078963,0.9715841556455809,0.5409165027561272,0.5451400898898361,0.4311616995837163,0.5314035025493733,0.4453558040702391,0.35954687315381817,0.36844349292323453,0.36661153608573493,0.4251031864793759,0.3235526198157639,0.4200629199593432,0.4855010235077827,1.1860359239857634,1.838488972185231,2.7465502353884697,1.4135048358478504,1.0851803739456416,1.5606608229099668,6.905852973589272,22.363375281317946
4,0.30383556837493786,0.37577180661234133,0.4322435763473471,0.5858765170076243,0.9040863039465237,1.638797736858826,3.3931312734898635,3.8209731098537647,4.66452334464344,2.982776560834516,2.477270244037231,1.1932785274488793,0.8794257069179319,0.6651605081324897,0.7367175154640142,0.5023863628500707,0.4607003064837454,0.43157338046011456,0.613164415081965,0.53164184155168,0.4498754982449763,0.49095171234473023,0.7417990235396283,1.202986817135845,1.6130751662818759,1.3738141222907234,1.217264247118083,0.669808861394285,0.8115339245966401,0.9499342383192951,2.0515551893203128,2.734933727639001,2.6594772853234563,2.0402274699706937,1.1239166611384575,0.9118489231850891,0.7596055958667148,0.8437984075043365,0.7414601552163335,0.6434916892855891,0.688808881437044,0.9683767064458686,1.044851054992741,1.415831596009789,0.9515845105153221,0.9915639713067099,0.5088881433642053,0.4177440374739945,0.26090379172910577,0.22688845666288068,0.3248752907065289,0.41495617529961937,0.6426730562939394,0.47246904501087333,0.6303080963971393,0.6845583185965602,1.601851010360145,2.283423320773933,3.149366350643009,1.6616819171186223,1.2060312978353522,1.528304832776001,5.962193411095293,18.606144836397775
5,0.4986977585819115,0.6149047202328874,0.7792209922272377,0.9600289417706679,1.772066516006468,3.31033258020333,7.621327583882317,6.183026598601141,4.753023537582387,2.1112323985363988,1.6561032935246336,0.9626050357033052,0.6003687013802002,0.35574720660492387,0.3465203899980302,0.3356433291844011,0.5219649408582636,0.6372474842011999,0.9219621916846588,0.6673903013338912,0.5641480559142401,0.6416200807732408,1.0241992509605446,1.3439525381728568,2.005585097243915,1.8148581140987343,1.9502584851082214,0.8631919321075403,0.9742244077081601,1.3109673025134772,3.505461422013721,5.938431054907649,6.32287836152355,5.141625436641455,3.00590153867309,2.2213582337447364,1.7633334905135591,1.3795596553081855,1.0301003727536198,0.5991562051238428,0.5777791844562806,0.6088113718474011,0.8346445086705327,1.1471855192998663,0.8724862863372738,0.847523864225369,0.46075581878399496,0.4273081552962625,0.2264942834298276,0.16778723210078694,0.21558504742338858,0.3728057279635878,0.9110628206947735,1.1254659858788156,1.705381517343063,1.652249870270802,2.2328336455893183,2.439933746518978,2.7198849238805103,1.5904526219180164,0.9436582299221848,0.7878977196199273,1.5512194956025949,3.0051601431806954
6,3.0544299239543484,1.9932994885571969,1.3419855316219278,1.1948492888123692,2.0024023296072944,2.6684133884611194,3.526218862995967,2.1379552076725097,1.7648214255153682,1.117770720948341,1.0444713581840466,0.6925946243976545,0.42193747962472083,0.2692091591813606,0.28761268166239207,0.3221663090890512,0.5815120408913447,0.6254885744895898,0.7956668798977564,0.5523040729880503,0.5248876437428067,0.6845901799937288,1.0441477944653177,1.3400896856681437,1.7700178995899771,1.627596821867344,1.7853969209306162,1.1268252325204045,1.3134398742427063,1.8962905189532822,3.8813803802805453,7.421433443588699,8.831333309439604,8.654911109658311,6.203496679746158,4.465702178287908,3.9105773281556084,2.7228740387059327,2.2527462324477963,1.1477958110153,0.8923851100680956,0.6657885465544542,0.9029328169789359,1.0753676119332776,0.9367537471926419,0.8000927788332247,0.5857512709636872,0.6247083037782606,0.3214899494992035,0.21903395141001644,0.264322189285257,0.5899410288332874,1.6670167845262447,2.439543647098631,3.5834262007015383,3.0249944825892614,2.5316713361610694,1.864483481971293,1.4891239361355004,0.9205562839037489,0.5192852779197432,0.36808726655498036,0.4574935390422895,0.6333444724224971
7,12.234918491712218,5.147236769372693,1.9117382627278574,1.164536912134344,1.4552577031426948,1.5757166209930764,1.261943537514763,0.7298088729099663,0.6516701357752388,0.7050942084624341,0.8966645181227397,1.0464577688996406,0.936159376447184,0.8188492962632277,0.7832168900819512,0.69519978596778,0.7756238265881796,0.5074248381551145,0.39008917831008005,0.22893212326706702,0.20680992598503736,0.27092934294746024,0.44193512186600664,0.6799587254525843,1.0443203630247275,1.166590661410684,1.348733868554997,1.2372423912831199,1.461273001525097,2.10180294120843,2.8973576630805438,4.637775388207148,5.091797910975208,5.753448998119159,4.729822880659754,3.191432865543632,2.3253738696273256,1.6551586681426635,1.5872714465053583,1.0089839510257803,0.6445662951633829,0.4328532919981948,0.5514196145240677,0.5870755333633257,0.5620343412913767,0.5508635579268809,0.7266221834047988,0.9407418001019764,0.3885716718682337,0.18257978725847984,0.15311083523679422,0.3477295664329191,0.9299470167900002,1.8715564129228117,3.4625693930757153,3.9562419587564275,2.9652571430341013,1.8202976057604139,1.009348164461856,0.5709683302059401,0.3472434547612166,0.30616587985017696,0.37712263473775587,0.4728665887915232
8,21.395723940442267,7.912607926187342,2.7163393699423226,1.6439637993462635,1.3828979812431605,0.815770509230239,0.31148675704209994,0.16618492134790336,0.18447838280132484,0.3077519032410211,0.523724734522195,0.8054523984923079,1.0491730798908334,1.1906831095003754,1.1791928942798897,0.9039586810530083,0.7429357089011602,0.38261498681183476,0.23040673263755376,0.12400778416990396,0.11493743824168796,0.15543856788862329,0.30810733765202847,0.6486158118092987,1.157274778747827,1.6031552387049017,1.463526011045364,1.7255472771286644,1.5891887294972586,2.3147190982151216,1.9011744011013945,2.025255474851227,1.59378626558547,1.740546519019109,1.770019959835754,1.311400171953827,0.9934576711892091,1.0217091781665386,1.4911996943182086,1.8395179789610212,1.2774125159729657,0.9757153584022161,1.0825355237524101,1.0125644240699436,1.089382388579969,0.9763728315350474,1.4921609257777086,1.2861473149143232,0.4688972541638567,0.17684126605289538,0.144303967735891,0.2548737521522591,0.5917156835227361,1.0886817989531596,2.5149387516834887,3.2328523495953663,2.6246974465836894,1.3307652199333764,0.6099492803999067,0.3439666144323344,0.29312660225404946,0.43446688542155104,0.8135237286200564,1.2461480132464982
9,4.6073457683222045,3.258274411116393,2.219630700714456,1.9737276914396233,1.3246610813290403,0.6892067700109612,0.21031347760924246,0.12954681177480712,0.13274456467585213,0.23229146264203865,0.4118564559609205,0.7105888141544376,1.1899424907493803,1.5625887255056723,1.8336415580960421,1.642540643327799,1.2687668325155215,0.6533360549769955,0.3252733814352081,0.15661330967619558,0.12266028245564604,0.13384073939186017,0.2873058547208674,0.6988722800344369,1.610416392999799,2.2204784998006883,1.7530062198068634,1.9875731318257808,1.94995586805206,2.9598144845770573,1.953312879645322,1.4344319381529442,0.8855580081515949,0.8282573459308225,0.8421709253062171,0.575082890308604,0.390627422385163,0.4025719737963074,0.7137543311072292,1.4866494528957632,1.4634510333026163,1.2943418922023608,1.4140252723162097,1.3735043594424552,1.9116149874248431,1.7917092854815995,3.012258105659004,1.8862050622982083,0.6588170316768216,0.18370496846531353,0.12971854836879082,0.1550429020390214,0.31125658353351693,0.5742759259051645,1.558381309448185,2.245173142244028,2.014846125903918,1.1317191306740955,0.6753877082568064,0.4853258159864114,0.5230548857287077,0.8107588577683595,1.4981337932581518,2.172087978153782
